gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Female,35.0,,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,Less than 1 year,Monthly,20%-30%_err,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,27.0,Yes,2.0,3.0,,4.0,1.0,,7.0,Yes,Returns,Capital Appreciation,Returns,1-3 years,Daily,30%-40%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,26.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,28.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,1-3 years,Monthly,20%-30%,,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,television_err
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,,Yes,2.0,4.0,7.0,5.0,,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,,20%-30%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,
Male,32.0,Yes,2.0,4.0,7.0,5.0,,1.0,,Yes,Returns,Growth,savings for future_err,Less than 1 year,Monthly,,Public Provident Fund,Retirement Plan,Capital Appreciation,,Safe Investment,Fixed Returns,
Male,24.0,Yes,38.91517435062281,3.0,7.0,,45.92673072281554,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,,,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,25.0,Yes,2.0,3.0,7.0,,45.92673072281554,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,,,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,capital appreciation_err,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,24.0,Yes,,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,,Assured Returns,Risk Free,Financial Consultants
Male,30.0,Yes,,4.0,7.0,5.0,3.0,1.0,,Yes,Returns,Growth,Wealth Creation,Less than 1 year,,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
,26.0,Yes,2.0,,7.0,6.0,3.0,1.0,4.0,Yes,Risk,,Wealth Creation,1-3 years,Weekly,20%-30%,equity_err,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
female_err,24.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,wealth creation_err,,Monthly,30%-40%,Fixed Deposits,,Dividend,Better Returns,Safe Investment,High Interest Rates,financial consultants_err
Female,20.0,No,1.0,2.0,3.0,,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,Less than 1 year,Monthly,20%-30%,Mutual Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
,23.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Male,27.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,25.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,31.0,Yes,,4.0,3.0,2.0,7.0,,6.0,Yes,Returns,,Returns,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,capital appreciation_err,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,29.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,better returns_err,Assured Returns,Risk Free,Television
Male,19.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,,Risk Free,Newspapers and Magazines
,27.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Male,25.0,Yes,5.0,4.0,,6.0,,2.0,,Yes,Risk,Growth,Savings for Future,Less than 1 year,Weekly,,Equity,Health Care,Capital Appreciation,better returns_err,Safe Investment,Fixed Returns,Financial Consultants
Female,35.0,Yes,3.0,4.0,7.0,5.0,1.0,2.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Weekly,10%-20%,Equity,Retirement Plan,Capital Appreciation,,Assured Returns,Fixed Returns,Financial Consultants
,20.0,Yes,4.0,,2.0,1.0,45.92673072281554,,62.468388501833545,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Equity,Health Care,Dividend,Better Returns,,High Interest Rates,Financial Consultants
Male,27.0,,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,28.0,Yes,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,,Fund Diversification,Assured Returns,Risk Free,
Female,26.0,No,7.0,5.0,,6.0,3.0,1.0,62.468388501833545,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,26.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,28.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,,capital appreciation_err,tax benefits_err,Safe Investment,Fixed Returns,television_err
Female,,Yes,3.0,2.0,7.0,5.0,4.0,,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Weekly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,
Female,28.0,Yes,38.91517435062281,3.0,33.77904611212656,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,30.0,Yes,2.0,4.0,7.0,6.0,3.0,1.0,5.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,,,Financial Consultants
Male,30.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,23.0,no_err,,2.0,3.0,4.0,,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,,Monthly,20%-30%,Fixed Deposits,Education,,Better Returns,Safe Investment,Risk Free,Internet
Male,29.0,Yes,3.0,,7.0,4.0,5.0,1.0,6.0,Yes,Risk,Capital Appreciation,,More than 5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,27.0,Yes,2.0,46.38680213244817,7.0,69.93907056742995,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,Yes,4.0,5.0,1.0,2.0,7.0,,6.0,No,Returns,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Public Provident Fund,Education,Capital Appreciation,Tax Benefits,Safe Investment,,Television
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,29.0,,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,29.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,assured returns_err,Risk Free,Newspapers and Magazines
,27.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Monthly,10%-20%,,Health Care,Capital Appreciation,,safe investment_err,Fixed Returns,Financial Consultants
Male,25.0,Yes,3.0,4.0,6.0,5.0,2.0,12.985754034654704,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,28.0,Yes,2.0,3.0,7.0,4.0,5.0,,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
,27.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,risk_err,Capital Appreciation,,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Female,24.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,27.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,28.0,Yes,2.0,5.0,7.0,6.0,3.0,1.0,4.0,Yes,,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Mutual Fund,,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,,Capital Appreciation,Savings for Future,1-3 years,Monthly,30%-40%,Fixed Deposits,Education,,Better Returns,Safe Investment,Risk Free,Internet
Male,32.0,Yes,38.91517435062281,4.0,6.0,5.0,,2.0,7.0,Yes,Risk,Growth,,More than 5 years,Monthly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,33.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,,20%-30%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
male_err,29.0,Yes,2.0,3.0,6.0,4.0,1.0,5.0,62.468388501833545,Yes,Returns,Capital Appreciation,returns_err,3-5 years,Weekly,10%-20%,Mutual Fund,,,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,27.0,No,7.0,46.38680213244817,4.0,6.0,3.0,12.985754034654704,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,25.0,Yes,5.0,4.0,7.0,6.0,1.0,2.0,,Yes,,Growth,,3-5 years,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,29.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
,,Yes,2.0,3.0,7.0,4.0,6.0,1.0,,Yes,Risk,,Wealth Creation,More than 5 years,,20%-30%_err,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
,436.44818400172704,Yes,2.0,3.0,7.0,4.0,6.0,,,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,Newspapers and Magazines
,28.0,Yes,4.0,3.0,5.0,7.0,2.0,1.0,62.468388501833545,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,24.0,Yes,2.0,3.0,6.0,4.0,1.0,,7.0,Yes,Returns,Capital Appreciation,Returns,Less than 1 year,Weekly,,,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,23.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,,Health Care,Dividend,better returns_err,Assured Returns,Risk Free,Financial Consultants
Male,32.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,20%-30%,Equity,Health Care,Capital Appreciation,better returns_err,Assured Returns,Fixed Returns,Financial Consultants
Male,29.0,Yes,,3.0,6.0,,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,,Safe Investment,Fixed Returns,Financial Consultants
Female,,Yes,2.0,4.0,,6.0,3.0,1.0,7.0,,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,28.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,Financial Consultants
Male,436.44818400172704,Yes,4.0,3.0,5.0,,,1.0,6.0,Yes,Returns,Capital Appreciation,,3-5 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,24.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,,Yes,Risk,,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,,Assured Returns,Risk Free,Newspapers and Magazines
Female,26.0,No,2.0,46.38680213244817,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Male,26.0,Yes,4.0,5.0,1.0,,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,1-3 years,Daily,10%-20%,Equity,Education,Capital Appreciation,Tax Benefits,,Fixed Returns,Television
Female,20.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,,Capital Appreciation,Savings for Future,More than 5 years,Weekly,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,29.0,Yes,2.0,46.38680213244817,7.0,6.0,,1.0,5.0,Yes,Risk,Growth,Savings for Future,3-5 years_err,Monthly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,23.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,,Yes,2.0,3.0,7.0,5.0,4.0,12.985754034654704,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,
Male,28.0,Yes,2.0,3.0,,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television
Male,27.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,Yes,Risk,Growth,Savings for Future,More than 5 years,Weekly,20%-30%,Mutual Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,29.0,Yes,38.91517435062281,3.0,6.0,4.0,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,1-3 years,Monthly,20%-30%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
,29.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,financial consultants_err
Male,24.0,,5.0,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,
Male,28.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Daily,30%-40%,,Retirement Plan,Capital Appreciation,,Assured Returns,Risk Free,
Male,23.0,Yes,2.0,1.0,3.0,7.0,6.0,4.0,,Yes,Returns,Income,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet
Male,25.0,Yes,2.0,3.0,,4.0,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,Less than 1 year,Daily,30%-40%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,25.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,22.0,No,2.0,,3.0,,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Male,29.0,Yes,3.0,4.0,6.0,5.0,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,22.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,30.0,,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Monthly,30%-40%,,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Male,37.0,Yes,2.0,4.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Returns,growth_err,Savings for Future,1-3 years,Weekly,20%-30%,Equity,,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,29.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,capital appreciation_err,Wealth Creation,3-5 years,Weekly,20%-30%,,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Female,25.0,Yes,2.0,3.0,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,28.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,better returns_err,,Fixed Returns,Financial Consultants
Male,32.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,,Less than 1 year,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,22.0,,5.0,4.0,7.0,6.0,1.0,2.0,3.0,,Risk,Growth,Savings for Future,Less than 1 year,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,24.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,risk_err,Capital Appreciation,Wealth Creation,1-3 years,monthly_err,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,26.0,Yes,,4.0,6.0,,2.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,monthly_err,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,assured returns_err,Risk Free,Financial Consultants
Male,20.0,yes_err,2.0,1.0,3.0,7.0,6.0,4.0,5.0,Yes,nan_err,Income,Wealth Creation,3-5 years,,10%-20%,Public Provident Fund,Retirement Plan,,Fund Diversification,Tax Incentives,,internet_err
